e,t,a,d,fav,tb,advn,fav_n,decn,rel,ret,net,dur,mk
2321,1592238735,FX,S,81.9439,343704.93,16,0,18,1.0,150.6598,39.289595,343704.93,0.0
2322,1592238735,FE,L,,0.0,0,0,0,,40.8562,5.240977,609565.27,0.0
2322,1592238745,A,L,4.2824,10.26,0,0,0,0.00067,40.8562,5.240977,609565.27,0.0
2322,1592238899,A,L,-1.0169,163.57,0,1,0,0.89094,40.8562,5.240977,609565.27,0.1089
2322,1592284616,R,L,214.0758,45880.5,1,1,0,0.00121,40.8562,5.240977,609565.27,1.0
2322,1592286052,R,L,210.3285,47316.31,1,1,1,0.08312,40.8562,5.240977,609565.27,0.0
2322,1592286880,R,L,210.3285,48144.94,1,1,2,0.2535,40.8562,5.240977,609565.27,1.0
2322,1592409588,A,L,41.2221,170852.83,1,1,3,13853.0,40.8562,5.240977,609565.27,0.0164
2322,1592495918,R,L,2.6983,257183.04,1,2,3,0.73575,40.8562,5.240977,609565.27,0.0153
2322,1592496034,R,L,-3.8117,257299.26,1,2,4,0.077,40.8562,5.240977,609565.27,1.0
2322,1592527158,A,L,-37.6175,288422.28,1,2,5,11848.30986,40.8562,5.240977,609565.27,0.1588
2322,1592530270,A,L,13.7469,291534.92,2,2,5,0.75527,40.8562,5.240977,609565.27,0.2447
2322,1592753376,R,L,-2.5749,514641.19,2,3,5,0.82657,40.8562,5.240977,609565.27,0.1734
2322,1592848301,FX,L,272.2617,609565.27,2,3,6,1.0,40.8562,5.240977,609565.27,0.0
2323,1592848301,FE,S,,0.0,0,0,0,,259.6254,59.4213,450226.09,0.0
2323,1592861211,A,S,-112.1777,12910.07,0,0,0,4055.44854,259.6254,59.4213,450226.09,0.2907
2323,1592950287,A,S,66.9117,101986.6,1,0,0,0.66655,259.6254,59.4213,450226.09,0.0
2323,1592999211,R,S,351.4417,150910.04,1,1,0,0.06605,259.6254,59.4213,450226.09,0.0
2323,1592999289,R,S,345.5061,150988.13,1,1,1,0.03483,259.6254,59.4213,450226.09,0.9187
2323,1592999701,R,S,361.252,151400.61,1,1,2,0.38875,259.6254,59.4213,450226.09,0.0
2323,1592999738,A,S,365.9321,151437.62,1,1,3,0.00082,259.6254,59.4213,450226.09,0.0
2323,1592999743,A,S,365.6334,151442.86,1,2,3,0.02041,259.6254,59.4213,450226.09,0.0
2323,1592999944,A,S,365.5699,151643.47,1,3,3,1.62852,259.6254,59.4213,450226.09,0.0365
2323,1593000241,A,S,112.5209,151940.09,1,4,3,0.01244,259.6254,59.4213,450226.09,1.0
2323,1593003512,A,S,63.8366,155211.21,1,5,3,0.16443,259.6254,59.4213,450226.09,1.0
2323,1593055983,R,S,411.5534,207682.32,1,6,3,0.28571,259.6254,59.4213,450226.09,0.0
2323,1593134387,A,S,167.6398,286086.26,1,6,4,0.00706,259.6254,59.4213,450226.09,1.0
2323,1593147223,A,S,144.4457,298922.69,1,7,4,0.00138,259.6254,59.4213,450226.09,1.0
2323,1593148957,A,S,179.769,300656.84,1,8,4,0.05662,259.6254,59.4213,450226.09,1.0
2323,1593162541,R,S,294.1066,314240.6,1,9,4,0.10114,259.6254,59.4213,450226.09,0.1672
2323,1593162621,R,S,308.2836,314320.18,1,9,5,0.02428,259.6254,59.4213,450226.09,0.0
2323,1593162921,R,S,308.2836,314620.9,1,9,6,0.00528,259.6254,59.4213,450226.09,1.0
2323,1593173666,A,S,190.9376,325365.27,1,9,7,0.08293,259.6254,59.4213,450226.09,1.0
2323,1593181866,A,S,292.8982,333565.25,1,10,7,0.00283,259.6254,59.4213,450226.09,1.0
2323,1593183819,R,S,138.1995,335518.59,1,11,7,0.00321,259.6254,59.4213,450226.09,1.0
2323,1593217487,R,S,206.9902,369186.65,1,11,8,0.16665,259.6254,59.4213,450226.09,0.0
2323,1593258932,R,S,154.3223,410631.56,1,11,9,7e-05,259.6254,59.4213,450226.09,1.0
2323,1593260179,R,S,157.5469,411878.8,1,11,10,0.00395,259.6254,59.4213,450226.09,1.0
2323,1593263343,R,S,149.5729,415042.64,1,11,11,0.9998,259.6254,59.4213,450226.09,0.0
2323,1593298527,FX,S,361.232,450226.09,1,11,12,1.0,259.6254,59.4213,450226.09,0.0
2324,1593298527,FE,L,,0.0,0,0,0,,19.8704,0.665158,55690.47,0.0
2324,1593298625,A,L,-5.8858,98.52,0,0,0,36144.57831,19.8704,0.665158,55690.47,0.0
2324,1593299865,R,L,25.4156,1338.01,1,0,0,0.29824,19.8704,0.665158,55690.47,1.0
2324,1593354217,FX,L,191.669,55690.47,1,0,1,1.0,19.8704,0.665158,55690.47,0.0
2325,1593354217,FE,S,,0.0,0,0,0,,-7.6981,-7.7e-05,19403.16,0.0
2325,1593373620,FX,S,7.1163,19403.16,0,0,0,1.0,-7.6981,-7.7e-05,19403.16,0.0
2326,1593373620,FE,L,,0.0,0,0,0,,138.3099,0.733608,180710.1,0.0
2326,1593403392,A,L,-51.4927,29771.81,0,0,0,1027.53012,138.3099,0.733608,180710.1,1.0
2326,1593438489,A,L,-72.1779,64868.42,1,0,0,1.20102,138.3099,0.733608,180710.1,1.0
2326,1593453775,R,L,143.7452,80155.16,2,0,0,0.01191,138.3099,0.733608,180710.1,1.0
2326,1593459443,R,L,133.2221,85823.19,2,0,1,0.34324,138.3099,0.733608,180710.1,1.0
2326,1593554330,FX,L,140.976,180710.1,2,0,2,1.0,138.3099,0.733608,180710.1,0.0
2327,1593554330,FE,S,,0.0,0,0,0,,-26.5412,-10.160129,462317.18,0.0
2327,1593554568,A,S,3.7453,237.74,0,0,0,5422.50439,-26.5412,-10.160129,462317.18,0.0396
2327,1593611397,A,S,-72.4348,57067.04,0,1,0,0.33327,-26.5412,-10.160129,462317.18,0.0
2327,1593611455,A,S,-56.9478,57124.84,1,1,0,0.14058,-26.5412,-10.160129,462317.18,1.0
2327,1593611458,A,S,-51.0071,57127.57,2,1,0,0.03217,-26.5412,-10.160129,462317.18,1.0
2327,1593612003,A,S,-31.459,57672.45,3,1,0,0.00109,-26.5412,-10.160129,462317.18,1.0
2327,1593620160,R,S,-98.7381,65829.81,4,1,0,0.0362,-26.5412,-10.160129,462317.18,1.0
2327,1593620394,R,S,-93.2941,66063.7,4,1,1,0.00075,-26.5412,-10.160129,462317.18,1.0
2327,1593621073,R,S,-105.253,66742.8,4,1,2,0.34781,-26.5412,-10.160129,462317.18,0.0
2327,1593621438,R,S,-109.6263,67107.25,4,1,3,0.00011,-26.5412,-10.160129,462317.18,1.0
2327,1593621750,R,S,-115.0703,67419.99,4,1,4,0.04042,-26.5412,-10.160129,462317.18,1.0
2327,1593622118,R,S,-104.1822,67787.6,4,1,5,0.07394,-26.5412,-10.160129,462317.18,1.0
2327,1593640159,A,S,-61.4957,85828.78,4,1,6,34742.98655,-26.5412,-10.160129,462317.18,0.1391
2327,1593693653,A,S,15.1376,139322.45,5,1,6,0.00947,-26.5412,-10.160129,462317.18,1.0
2327,1593705622,R,S,234.3818,151291.78,5,2,6,0.00373,-26.5412,-10.160129,462317.18,0.6885
2327,1593705742,R,S,201.9019,151411.9,5,2,7,6e-05,-26.5412,-10.160129,462317.18,1.0
2327,1593705786,R,S,201.9019,151455.53,5,2,8,0.00295,-26.5412,-10.160129,462317.18,1.0
2327,1593705838,R,S,227.8858,151508.18,5,2,9,0.01455,-26.5412,-10.160129,462317.18,0.0
2327,1593707958,R,S,286.1798,153627.57,5,2,10,0.10455,-26.5412,-10.160129,462317.18,0.2681
2327,1593709094,A,S,223.5552,154763.82,5,2,11,0.00478,-26.5412,-10.160129,462317.18,1.0
2327,1593728002,R,S,92.0254,173671.52,5,3,11,0.27045,-26.5412,-10.160129,462317.18,0.0534
2327,1593737365,A,S,121.0166,183035.07,5,3,12,0.00939,-26.5412,-10.160129,462317.18,1.0
2327,1593820295,A,S,134.6208,265964.19,5,4,12,0.28722,-26.5412,-10.160129,462317.18,0.1383
2327,1593957480,A,S,142.0613,403149.51,5,5,12,0.61944,-26.5412,-10.160129,462317.18,0.0708
2327,1593991693,R,S,35.2855,437363.07,5,6,12,0.43119,-26.5412,-10.160129,462317.18,0.1376
2327,1594016282,R,S,-49.4542,461951.65,5,6,13,0.00533,-26.5412,-10.160129,462317.18,1.0
2327,1594016393,R,S,-47.8065,462063.13,5,6,14,0.00026,-26.5412,-10.160129,462317.18,1.0
2327,1594016537,R,S,-128.6281,462206.66,5,6,15,0.34193,-26.5412,-10.160129,462317.18,0.1156
2327,1594016556,R,S,-124.8866,462225.28,5,6,16,0.35948,-26.5412,-10.160129,462317.18,0.0439
2327,1594016578,R,S,-121.9573,462247.96,5,6,17,0.34507,-26.5412,-10.160129,462317.18,0.6489
2327,1594016588,R,S,-112.0676,462257.41,5,6,18,0.95373,-26.5412,-10.160129,462317.18,0.0
2327,1594016648,FX,S,-104.9275,462317.18,5,6,19,1.0,-26.5412,-10.160129,462317.18,0.0
2328,1594016648,FE,L,,0.0,0,0,0,,-84.8819,-8.164712,687826.45,0.0
2328,1594063974,A,L,86.0548,47326.93,0,0,0,1331.89373,-84.8819,-8.164712,687826.45,0.7452
2328,1594259854,R,L,119.0623,243206.01,0,1,0,0.06219,-84.8819,-8.164712,687826.45,1.0
2328,1594279443,A,L,135.2269,262795.09,0,1,1,861.40592,-84.8819,-8.164712,687826.45,1.0
2328,1594302401,A,L,-18.0497,285753.86,0,2,1,0.99981,-84.8819,-8.164712,687826.45,0.0
2328,1594333463,R,L,-175.5811,316815.38,1,2,1,0.93993,-84.8819,-8.164712,687826.45,0.06
2328,1594704474,FX,L,-228.7888,687826.45,1,2,2,1.0,-84.8819,-8.164712,687826.45,0.0
2329,1594704474,FE,S,,0.0,0,0,0,,-128.7641,-0.000597,612638.28,0.0
2329,1595317112,FX,S,-115.4495,612638.28,0,0,0,1.0,-128.7641,-0.000597,612638.28,0.0
2330,1595317112,FE,L,,0.0,0,0,0,,85.3261,16.285576,553297.54,0.0
2330,1595317422,A,L,6.6952,309.57,0,0,0,2055.12892,85.3261,16.285576,553297.54,0.0002
2330,1595317602,A,L,55.182,489.46,0,1,0,0.07216,85.3261,16.285576,553297.54,1.0
2330,1595317969,A,L,21.9186,856.89,0,2,0,0.9997,85.3261,16.285576,553297.54,1.0
2330,1595337988,R,L,118.3171,20875.96,0,3,0,0.1691,85.3261,16.285576,553297.54,1.0
2330,1595338072,R,L,118.3171,20959.63,0,3,1,0.00837,85.3261,16.285576,553297.54,1.0
2330,1595342019,A,L,75.3747,24907.04,0,3,2,17.57871,85.3261,16.285576,553297.54,1.0
2330,1595344249,A,L,-10.6327,27136.85,0,4,2,0.03411,85.3261,16.285576,553297.54,1.0
2330,1595401331,A,L,-48.4942,84218.59,1,4,2,0.49992,85.3261,16.285576,553297.54,0.0
2330,1595406284,R,L,-55.1702,89172.15,2,4,2,0.74393,85.3261,16.285576,553297.54,0.256
2330,1595514014,A,L,133.7167,196902.07,2,4,3,4.65188,85.3261,16.285576,553297.54,1.0
2330,1595514019,A,L,-5.2285,196906.84,2,5,3,0.08502,85.3261,16.285576,553297.54,1.0
2330,1595514022,A,L,-7.8848,196909.56,3,5,3,0.0125,85.3261,16.285576,553297.54,1.0
2330,1595514529,A,L,-10.5283,197416.78,4,5,3,0.05773,85.3261,16.285576,553297.54,1.0
2330,1595514568,A,L,11.1335,197456.13,5,5,3,0.02036,85.3261,16.285576,553297.54,1.0
2330,1595524885,R,L,148.599,207772.3,5,6,3,0.59445,85.3261,16.285576,553297.54,0.4055
2330,1595576738,A,L,20.2402,259625.46,5,6,4,6651.8847,85.3261,16.285576,553297.54,0.0
2330,1595653357,R,L,137.2631,336244.44,5,7,4,0.78847,85.3261,16.285576,553297.54,1.0
2330,1595870410,FX,L,1362.2588,553297.54,5,7,5,1.0,85.3261,16.285576,553297.54,0.4223
2331,1595870410,FE,S,2.4663,0.0,0,0,0,0.00115,22.2914,2.149242,56047.41,0.4223
2331,1595870424,A,S,6.5745,14.53,0,0,0,0.00113,22.2914,2.149242,56047.41,0.0
2331,1595870501,A,S,-17.0952,91.51,0,1,0,0.00666,22.2914,2.149242,56047.41,1.0
2331,1595872932,A,S,-54.5696,2521.81,1,1,0,0.00729,22.2914,2.149242,56047.41,0.9891
2331,1595905265,R,S,-129.1794,34855.4,2,1,0,0.39997,22.2914,2.149242,56047.41,0.0
2331,1595910264,A,S,-178.8048,39854.65,2,1,1,7e-05,22.2914,2.149242,56047.41,1.0
2331,1595914997,R,S,2.6733,44586.85,3,1,1,0.00378,22.2914,2.149242,56047.41,1.0
2331,1595923879,R,S,112.6347,53469.12,3,1,2,0.01959,22.2914,2.149242,56047.41,1.0
2331,1595926457,R,S,167.6154,56046.82,3,1,3,0.76486,22.2914,2.149242,56047.41,1.0
2332,1595926457,FE,L,0.0,0.0,0,0,0,0.04603,10.0476,0.983356,6576.01,1.0
2332,1595930047,A,L,46.5983,3590.09,0,0,0,0.43352,10.0476,0.983356,6576.01,1.0
2332,1595930504,A,L,-10.5511,4046.39,0,1,0,0.65602,10.0476,0.983356,6576.01,0.0
2332,1595930755,A,L,-58.321,4298.0,1,1,0,0.49997,10.0476,0.983356,6576.01,0.0
2332,1595931400,A,L,-109.5255,4942.33,2,1,0,0.16666,10.0476,0.983356,6576.01,0.0
2332,1595931630,R,L,-36.2346,5173.07,3,1,0,0.00027,10.0476,0.983356,6576.01,1.0
2332,1595931660,R,L,-23.4758,5202.4,3,1,1,0.16666,10.0476,0.983356,6576.01,0.0
2332,1595931903,R,L,-8.2727,5445.52,3,1,2,0.06737,10.0476,0.983356,6576.01,1.0
2332,1595932322,R,L,19.6892,5864.88,3,1,3,0.00298,10.0476,0.983356,6576.01,1.0
2332,1595932762,R,L,56.9718,6304.79,3,1,4,0.0004,10.0476,0.983356,6576.01,1.0
2332,1595933004,R,L,51.3794,6546.9,3,1,5,0.00286,10.0476,0.983356,6576.01,1.0
2333,1595933033,FE,S,,0.0,0,0,0,,20.4916,9.668945,207352.95,1.0
2333,1595934203,A,S,-33.3828,1169.63,0,0,0,0.02927,20.4916,9.668945,207352.95,1.0
2333,1595934359,A,S,-35.5918,1325.6,1,0,0,0.10803,20.4916,9.668945,207352.95,1.0
2333,1595934471,A,S,-34.8661,1438.03,2,0,0,0.00718,20.4916,9.668945,207352.95,1.0
2333,1595935324,A,S,-74.9941,2291.29,3,0,0,0.18609,20.4916,9.668945,207352.95,0.4417
2333,1595935539,A,S,-91.3258,2505.83,4,0,0,0.10597,20.4916,9.668945,207352.95,0.5761
2333,1595935590,A,S,-81.9124,2556.42,5,0,0,0.04363,20.4916,9.668945,207352.95,0.5637
2333,1595936541,A,S,-74.05,3508.05,6,0,0,0.01622,20.4916,9.668945,207352.95,1.0
2333,1595936708,A,S,-113.7259,3675.22,7,0,0,0.00639,20.4916,9.668945,207352.95,1.0
2333,1595940237,R,S,-24.4496,7203.71,8,0,0,0.15384,20.4916,9.668945,207352.95,0.0
2333,1595952084,R,S,-113.6814,19050.9,8,0,1,0.00013,20.4916,9.668945,207352.95,0.9993
2333,1595952201,R,S,-77.5166,19167.49,8,0,2,0.0809,20.4916,9.668945,207352.95,0.6359
2333,1595952373,R,S,-95.8168,19340.08,8,0,3,0.00576,20.4916,9.668945,207352.95,1.0
2333,1595952603,A,S,-150.7849,19570.22,8,0,4,0.00075,20.4916,9.668945,207352.95,1.0
2333,1595952668,A,S,-136.3071,19635.21,9,0,4,0.24998,20.4916,9.668945,207352.95,0.0
2333,1595952778,A,S,-122.3051,19744.52,10,0,4,0.00621,20.4916,9.668945,207352.95,1.0
2333,1595953333,R,S,-61.6512,20299.75,11,0,4,0.12841,20.4916,9.668945,207352.95,0.2295
2333,1595954490,R,S,27.2265,21456.51,11,0,5,0.03659,20.4916,9.668945,207352.95,0.817
2333,1595954576,R,S,26.0052,21542.57,11,0,6,0.01409,20.4916,9.668945,207352.95,0.9437
2333,1595954671,R,S,43.4295,21637.32,11,0,7,0.01397,20.4916,9.668945,207352.95,1.0
2333,1595954697,R,S,79.7673,21664.24,11,0,8,0.03913,20.4916,9.668945,207352.95,1.0
2333,1595954703,R,S,80.8709,21669.8,11,0,9,0.99972,20.4916,9.668945,207352.95,0.0
2333,1595955692,A,S,25.2606,22659.22,11,0,10,109.16159,20.4916,9.668945,207352.95,1.0
2333,1595956855,A,S,-18.2077,23822.24,11,1,10,0.9754,20.4916,9.668945,207352.95,1.0
2333,1595957074,A,S,-27.3035,24041.08,12,1,10,0.05974,20.4916,9.668945,207352.95,1.0
2333,1595957656,A,S,-17.7487,24622.75,13,1,10,0.00958,20.4916,9.668945,207352.95,1.0
2333,1595961806,R,S,96.5725,28773.11,14,1,10,0.00204,20.4916,9.668945,207352.95,1.0
2333,1595961857,R,S,101.5717,28823.59,14,1,11,0.00041,20.4916,9.668945,207352.95,1.0
2333,1595963689,R,S,101.5717,30655.63,14,1,12,0.00159,20.4916,9.668945,207352.95,1.0
2333,1595965302,A,S,10.677,32268.67,14,1,13,0.0268,20.4916,9.668945,207352.95,1.0
2333,1595966101,A,S,-11.7691,33068.15,14,2,13,0.00373,20.4916,9.668945,207352.95,1.0
2333,1595985185,R,S,103.8326,52152.17,15,2,13,0.00437,20.4916,9.668945,207352.95,1.0
2333,1596015558,A,S,-37.0866,82525.18,15,2,14,0.0003,20.4916,9.668945,207352.95,1.0
2333,1596034530,R,S,-15.6715,101497.09,16,2,14,0.12904,20.4916,9.668945,207352.95,1.0
2333,1596034566,A,S,-70.8875,101532.58,16,2,15,0.01851,20.4916,9.668945,207352.95,0.9629
2333,1596034662,A,S,-64.9307,101629.25,17,2,15,0.00366,20.4916,9.668945,207352.95,1.0
2333,1596065034,R,S,-30.6356,132000.38,18,2,15,0.00105,20.4916,9.668945,207352.95,1.0
2333,1596088790,R,S,41.7225,155756.98,18,2,16,0.05594,20.4916,9.668945,207352.95,1.0
2333,1596089458,R,S,39.034,156425.25,18,2,17,0.92537,20.4916,9.668945,207352.95,0.0746
2333,1596140386,FX,S,-94.4011,207352.95,18,2,18,1.0,20.4916,9.668945,207352.95,0.0
2334,1596140386,FE,L,,0.0,0,0,0,,353.7711,28.806994,128386.17,0.0
2334,1596155971,A,L,-63.1692,15584.76,0,0,0,5.93418,353.7711,28.806994,128386.17,1.0
2334,1596157011,A,L,-27.0613,16625.2,1,0,0,0.01898,353.7711,28.806994,128386.17,1.0
2334,1596158751,A,L,-58.6785,18364.7,2,0,0,0.08467,353.7711,28.806994,128386.17,1.0
2334,1596210850,R,L,276.3035,70464.33,3,0,0,0.53827,353.7711,28.806994,128386.17,0.2013
2334,1596268772,FX,L,573.3509,128386.17,3,0,1,1.0,353.7711,28.806994,128386.17,0.0
2335,1596268772,FE,S,,0.0,0,0,0,,-15.6034,-1.049317,74360.07,0.0
2335,1596268803,R,S,5.9714,30.97,0,0,0,0.99831,-15.6034,-1.049317,74360.07,1.0
2335,1596311104,A,S,-154.8914,42331.23,0,0,1,0.92727,-15.6034,-1.049317,74360.07,1.0
2335,1596311364,A,S,40.3256,42591.28,1,0,1,0.17022,-15.6034,-1.049317,74360.07,1.0
2335,1596311603,A,S,14.1209,42830.88,1,1,1,1.87542,-15.6034,-1.049317,74360.07,0.0
2335,1596312018,A,S,6.1733,43245.68,1,2,1,0.01119,-15.6034,-1.049317,74360.07,1.0
2335,1596312059,A,S,-5.4538,43286.35,1,3,1,0.00031,-15.6034,-1.049317,74360.07,1.0
2335,1596313750,R,S,-7.7796,44977.95,2,3,1,0.95172,-15.6034,-1.049317,74360.07,0.0
2335,1596313844,R,S,-45.6931,45071.44,2,3,2,0.00306,-15.6034,-1.049317,74360.07,1.0
2335,1596343132,FX,S,495.945,74360.07,2,3,3,1.0,-15.6034,-1.049317,74360.07,1.0
2336,1596343132,FE,L,0.0,0.0,0,0,0,6.55167,123.8007,9.921176,3419.96,1.0
2336,1596345056,R,L,155.3403,1924.1,0,0,0,0.20554,123.8007,9.921176,3419.96,0.6917
2336,1596345276,R,L,115.7614,2143.7,0,0,1,0.00582,123.8007,9.921176,3419.96,1.0
2336,1596345354,R,L,91.5248,2221.21,0,0,2,0.0926,123.8007,9.921176,3419.96,0.9074
2337,1596346552,FE,S,,0.0,0,0,0,,193.9036,34.566241,110228.79,0.9074
2337,1596348656,A,S,22.7529,2104.16,0,0,0,746.42512,193.9036,34.566241,110228.79,0.897
2337,1596348906,A,S,2.5372,2353.99,0,1,0,0.85545,193.9036,34.566241,110228.79,0.1444
2337,1596349131,A,S,25.1873,2578.52,0,2,0,0.29405,193.9036,34.566241,110228.79,1.0
2337,1596349183,A,S,7.9337,2630.52,0,3,0,0.00886,193.9036,34.566241,110228.79,1.0
2337,1596355385,A,S,-38.3495,8833.14,0,4,0,0.00118,193.9036,34.566241,110228.79,1.0
2337,1596355737,A,S,-19.3531,9184.29,1,4,0,0.00271,193.9036,34.566241,110228.79,1.0
2337,1596365148,R,S,169.4937,18595.72,2,4,0,0.19462,193.9036,34.566241,110228.79,0.0
2337,1596366984,R,S,72.9686,20431.82,2,4,1,0.00196,193.9036,34.566241,110228.79,1.0
2337,1596368353,R,S,205.8013,21800.34,2,4,2,0.01342,193.9036,34.566241,110228.79,1.0
2337,1596368934,R,S,272.1212,22382.03,2,4,3,0.33332,193.9036,34.566241,110228.79,0.0
2337,1596368945,R,S,289.582,22392.36,2,4,4,0.49997,193.9036,34.566241,110228.79,0.0
2337,1596369392,R,S,179.2348,22839.73,2,4,5,0.09947,193.9036,34.566241,110228.79,1.0
2337,1596369512,R,S,161.5238,22959.4,2,4,6,0.12559,193.9036,34.566241,110228.79,1.0
2337,1596370301,A,S,99.0514,23748.94,2,4,7,1085.26989,193.9036,34.566241,110228.79,0.0
2337,1596370323,A,S,9.5238,23770.35,2,5,7,0.01473,193.9036,34.566241,110228.79,1.0
2337,1596370399,A,S,10.923,23847.16,2,6,7,0.37738,193.9036,34.566241,110228.79,0.8589
2337,1596370531,A,S,3.4498,23978.83,2,7,7,0.03916,193.9036,34.566241,110228.79,1.0
2337,1596370555,A,S,10.2355,24002.39,2,8,7,0.08393,193.9036,34.566241,110228.79,0.0
2337,1596371759,R,S,97.6287,25206.35,2,9,7,0.33131,193.9036,34.566241,110228.79,0.0691
2337,1596371814,R,S,83.1399,25261.62,2,9,8,0.00115,193.9036,34.566241,110228.79,1.0
2337,1596371835,A,S,79.5565,25282.93,2,9,9,0.00116,193.9036,34.566241,110228.79,0.0
2337,1596372011,R,S,118.8817,25458.75,2,10,9,0.027,193.9036,34.566241,110228.79,1.0
2337,1596456781,FX,S,-53.5676,110228.79,2,10,10,1.0,193.9036,34.566241,110228.79,0.0
2338,1596456781,FE,L,,0.0,0,0,0,,213.9492,35.170263,183604.01,0.0
2338,1596457022,A,L,-1.0712,241.25,0,0,0,15599.82547,213.9492,35.170263,183604.01,0.3393
2338,1596474222,R,L,140.2946,17440.39,1,0,0,0.00423,213.9492,35.170263,183604.01,1.0
2338,1596474865,R,L,149.2052,18084.37,1,0,1,0.01534,213.9492,35.170263,183604.01,1.0
2338,1596485507,R,L,175.9371,28725.54,1,0,2,0.87489,213.9492,35.170263,183604.01,0.0
2338,1596494719,A,L,6.6351,37937.9,1,0,3,6.17343,213.9492,35.170263,183604.01,1.0
2338,1596496053,A,L,6.6801,39271.4,1,1,3,0.01333,213.9492,35.170263,183604.01,1.0
2338,1596496469,A,L,-64.588,39688.08,1,2,3,0.49994,213.9492,35.170263,183604.01,0.0
2338,1596547668,A,L,-100.3268,90886.46,2,2,3,0.21751,213.9492,35.170263,183604.01,0.3474
2338,1596547786,A,L,-85.7847,91005.22,3,2,3,0.09656,213.9492,35.170263,183604.01,0.1612
2338,1596549380,R,L,-25.6595,92599.05,4,2,3,0.10323,213.9492,35.170263,183604.01,0.0
2338,1596615239,R,L,135.6486,158458.19,4,2,4,0.20121,213.9492,35.170263,183604.01,0.1951
2338,1596621425,R,L,209.0264,164643.61,4,2,5,0.33331,213.9492,35.170263,183604.01,0.0
2338,1596638940,R,L,411.4921,182159.04,4,2,6,0.49994,213.9492,35.170263,183604.01,0.0
2338,1596638959,R,L,410.8716,182178.25,4,2,7,0.99976,213.9492,35.170263,183604.01,0.0
2338,1596640385,FX,L,461.4467,183604.01,4,2,8,1.0,213.9492,35.170263,183604.01,0.0
2339,1596640385,FE,S,,0.0,0,0,0,,92.9863,30.802601,179986.38,0.0
2339,1596640589,A,S,0.8361,204.37,0,0,0,8384.45263,92.9863,30.802601,179986.38,0.2035
2339,1596640634,A,S,4.1054,249.22,0,0,0,0.10407,92.9863,30.802601,179986.38,1.0
2339,1596688371,R,S,59.2065,47985.55,0,1,0,0.49998,92.9863,30.802601,179986.38,0.0
2339,1596688408,R,S,64.6839,48022.38,0,1,1,0.30798,92.9863,30.802601,179986.38,0.692
2339,1596705279,A,S,-57.8664,64893.6,0,1,2,18.98947,92.9863,30.802601,179986.38,1.0
2339,1596716790,A,S,-7.14,76405.1,1,1,2,0.74527,92.9863,30.802601,179986.38,0.2547
2339,1596718627,A,S,-26.7958,78242.05,2,1,2,0.46415,92.9863,30.802601,179986.38,0.0
2339,1596718710,A,S,-13.8095,78325.13,3,1,2,4e-05,92.9863,30.802601,179986.38,1.0
2339,1596726095,A,S,-63.6213,85709.43,4,1,2,0.2735,92.9863,30.802601,179986.38,0.1795
2339,1596741933,A,S,-102.5755,101547.6,5,1,2,0.01086,92.9863,30.802601,179986.38,1.0
2339,1596742062,A,S,-100.0311,101677.29,6,1,2,0.001,92.9863,30.802601,179986.38,1.0
2339,1596742182,A,S,-89.7209,101797.19,7,1,2,0.23303,92.9863,30.802601,179986.38,1.0
2339,1596750531,R,S,47.6133,110145.47,8,1,2,0.01953,92.9863,30.802601,179986.38,1.0
2339,1596750534,R,S,56.0906,110149.15,8,1,3,0.00745,92.9863,30.802601,179986.38,1.0
2339,1596750539,R,S,63.5082,110154.21,8,1,4,0.33332,92.9863,30.802601,179986.38,0.0
2339,1596750547,R,S,106.1053,110161.98,8,1,5,0.49998,92.9863,30.802601,179986.38,0.0
2339,1596750557,R,S,83.2913,110171.84,8,1,6,0.99991,92.9863,30.802601,179986.38,0.0
2339,1596751562,A,S,19.4785,111177.06,8,1,7,3127.01053,92.9863,30.802601,179986.38,0.7029
2339,1596753047,A,S,-5.044,112662.23,8,2,7,1.99981,92.9863,30.802601,179986.38,0.0
2339,1596761005,A,S,-37.0222,120620.0,9,2,7,2e-05,92.9863,30.802601,179986.38,1.0
2339,1596782112,A,S,-24.3437,141727.12,10,2,7,0.24999,92.9863,30.802601,179986.38,0.0
2339,1596801318,R,S,60.993,160932.56,11,2,7,0.2,92.9863,30.802601,179986.38,0.0
2339,1596801581,A,S,21.8424,161196.24,11,2,8,0.11818,92.9863,30.802601,179986.38,0.5273
2339,1596809216,R,S,88.2378,168831.19,11,3,8,0.14991,92.9863,30.802601,179986.38,0.2504
2339,1596809851,R,S,156.552,169465.74,11,3,9,0.24999,92.9863,30.802601,179986.38,0.0
2339,1596809854,R,S,152.1683,169468.51,11,3,10,0.33332,92.9863,30.802601,179986.38,0.0
2339,1596809858,R,S,149.3714,169473.1,11,3,11,0.20423,92.9863,30.802601,179986.38,0.5915
2339,1596809899,R,S,210.3755,169514.28,11,3,12,0.99991,92.9863,30.802601,179986.38,0.0
2339,1596820372,FX,S,170.5529,179986.38,11,3,13,1.0,92.9863,30.802601,179986.38,0.0
2340,1596820372,FE,L,,0.0,0,0,0,,-248.6412,-38.231981,344343.14,0.0
2340,1596820387,A,L,-2.59,15.36,0,0,0,1.18601,-248.6412,-38.231981,344343.14,1.0
2340,1596820399,A,L,-0.8116,27.61,1,0,0,0.3006,-248.6412,-38.231981,344343.14,0.6993
2340,1596826445,R,L,-73.4916,6073.83,1,0,0,0.76607,-248.6412,-38.231981,344343.14,0.2338
