e,t,a,d,fav,tb,advn,fav_n,decn,rel,ret,net,dur,mk
2340,1596892854,A,L,151.7157,72482.49,1,0,1,2884.93147,-248.6412,-38.231981,344343.14,0.0133
2340,1596893031,A,L,14.3035,72659.9,1,1,1,2.02856,-248.6412,-38.231981,344343.14,0.2929
2340,1596893212,A,L,8.7815,72840.25,1,2,1,0.0,-248.6412,-38.231981,344343.14,1.0
2340,1596893405,A,L,-0.1196,73033.6,1,3,1,0.01064,-248.6412,-38.231981,344343.14,1.0
2340,1596894318,A,L,3.2806,73946.92,1,3,1,0.02831,-248.6412,-38.231981,344343.14,1.0
2340,1597164179,R,L,-314.407,343807.87,1,4,1,0.74996,-248.6412,-38.231981,344343.14,0.0
2340,1597164222,R,L,-320.8525,343850.41,1,4,2,0.09896,-248.6412,-38.231981,344343.14,0.0729
2340,1597164281,R,L,-315.3708,343909.31,1,4,3,0.71605,-248.6412,-38.231981,344343.14,0.2838
2340,1597164715,FX,L,-309.4241,344343.14,1,4,4,1.0,-248.6412,-38.231981,344343.14,0.0
2341,1597164715,FE,S,,0.0,0,0,0,,209.5501,0.000524,13390.5,0.0
2341,1597178105,FX,S,219.9901,13390.5,0,0,0,1.0,209.5501,0.000524,13390.5,0.0
2342,1597178105,FE,L,,0.0,0,0,0,,115.382,10.335865,12184.05,0.0
2342,1597178109,A,L,7.6766,3.36,0,0,0,0.55768,115.382,10.335865,12184.05,0.4424
2342,1597178121,A,L,21.3716,15.37,0,1,0,0.0002,115.382,10.335865,12184.05,0.0
2342,1597178264,A,L,-13.3937,158.4,0,2,0,0.16921,115.382,10.335865,12184.05,0.0008
2342,1597178537,R,L,126.0261,431.73,1,2,0,0.01514,115.382,10.335865,12184.05,1.0
2342,1597179447,A,L,68.5451,1341.89,1,2,1,0.49994,115.382,10.335865,12184.05,0.0
2342,1597184047,R,L,151.2965,5941.43,1,3,1,0.0432,115.382,10.335865,12184.05,0.7078
2342,1597184639,R,L,134.3418,6534.07,1,3,2,0.00557,115.382,10.335865,12184.05,1.0
2342,1597185302,R,L,119.3059,7197.12,1,3,3,0.66207,115.382,10.335865,12184.05,0.3379
2342,1597190289,FX,L,189.7744,12184.05,1,3,4,1.0,115.382,10.335865,12184.05,0.0
2343,1597190289,FE,S,,0.0,0,0,0,,76.0417,4.001501,8709.1,0.0
2343,1597190948,A,S,-7.0573,658.9,0,0,0,10526.31579,76.0417,4.001501,8709.1,0.0
2343,1597190959,A,S,4.4213,669.48,1,0,0,0.00865,76.0417,4.001501,8709.1,1.0
2343,1597193567,R,S,70.2642,3278.12,1,1,0,0.49998,76.0417,4.001501,8709.1,0.0
2343,1597198273,R,S,89.9107,7983.4,1,1,1,0.01561,76.0417,4.001501,8709.1,1.0
2343,1597198998,FX,S,138.1456,8709.1,1,1,2,1.0,76.0417,4.001501,8709.1,0.0
2344,1597198998,FE,L,,0.0,0,0,0,,151.8245,9.449063,26620.29,0.0
2344,1597199039,A,L,-15.431,40.75,0,0,0,1499.03497,151.8245,9.449063,26620.29,0.0268
2344,1597199295,A,L,24.3987,296.46,1,0,0,2.66246,151.8245,9.449063,26620.29,0.022
2344,1597201101,A,L,-1.5219,2102.99,1,1,0,0.61319,151.8245,9.449063,26620.29,0.0654
2344,1597201114,A,L,4.6727,2115.28,2,1,0,0.03042,151.8245,9.449063,26620.29,0.0
2344,1597204375,R,L,100.1124,5376.8,2,2,0,0.01649,151.8245,9.449063,26620.29,1.0
2344,1597204836,R,L,132.0004,5837.59,2,2,1,0.45607,151.8245,9.449063,26620.29,0.0879
2344,1597225610,R,L,226.3638,26612.11,2,2,2,0.2,151.8245,9.449063,26620.29,0.0
2344,1597225619,FX,L,224.3997,26620.29,2,2,3,1.0,151.8245,9.449063,26620.29,0.0
2345,1597225619,FE,S,,0.0,0,0,0,,55.8548,10.162853,126906.6,0.0
2345,1597225626,A,S,5.0357,7.0,0,0,0,0.00033,55.8548,10.162853,126906.6,0.0
2345,1597226353,A,S,1.6751,734.91,0,1,0,1.47892,55.8548,10.162853,126906.6,0.0154
2345,1597226387,R,S,20.0544,768.88,0,2,0,0.00107,55.8548,10.162853,126906.6,0.0
2345,1597227764,A,S,-14.36,2145.9,0,2,1,0.60756,55.8548,10.162853,126906.6,0.2405
2345,1597244488,A,S,-96.5387,18869.7,1,2,1,0.03451,55.8548,10.162853,126906.6,0.6894
2345,1597244520,A,S,-88.6949,18901.14,2,2,1,0.12601,55.8548,10.162853,126906.6,0.4093
2345,1597278392,A,S,-98.457,52773.6,3,2,1,0.00026,55.8548,10.162853,126906.6,1.0
2345,1597278622,A,S,-89.2375,53003.77,4,2,1,0.02085,55.8548,10.162853,126906.6,1.0
2345,1597286639,R,S,-1.1162,61020.73,5,2,1,0.01498,55.8548,10.162853,126906.6,0.0846
2345,1597296195,R,S,-2.9638,70576.75,5,2,2,0.02048,55.8548,10.162853,126906.6,1.0
2345,1597306094,R,S,51.365,80475.8,5,2,3,0.16666,55.8548,10.162853,126906.6,0.0
2345,1597307349,R,S,77.4958,81730.35,5,2,4,0.19999,55.8548,10.162853,126906.6,0.0
2345,1597308093,R,S,112.4145,82474.88,5,2,5,0.18401,55.8548,10.162853,126906.6,0.2639
2345,1597308133,R,S,130.3053,82514.47,5,2,6,0.06081,55.8548,10.162853,126906.6,0.8176
2345,1597308151,R,S,128.1412,82532.02,5,2,7,0.32975,55.8548,10.162853,126906.6,0.3404
2345,1597317698,R,S,-54.9272,92079.64,5,2,8,0.00646,55.8548,10.162853,126906.6,1.0
2345,1597352525,FX,S,-151.4926,126906.6,5,2,9,1.0,55.8548,10.162853,126906.6,0.0
2346,1597352525,FE,L,,0.0,0,0,0,,51.8641,4.4e-05,4467.2,0.0
2346,1597356992,FX,L,67.8241,4467.2,0,0,0,1.0,51.8641,4.4e-05,4467.2,0.0
2347,1597356992,FE,S,,0.0,0,0,0,,-445.4122,-0.003401,334753.75,0.0
2347,1597691746,FX,S,-450.3856,334753.75,0,0,0,1.0,-445.4122,-0.003401,334753.75,0.0
2348,1597691746,FE,L,,0.0,0,0,0,,4.748,4e-06,1263.98,0.0
2348,1597693010,FX,L,19.0553,1263.98,0,0,0,1.0,4.748,4e-06,1263.98,0.0
2349,1597693010,FE,S,,0.0,0,0,0,,-22.8081,-1.659876,22273.49,0.0
2349,1597694671,A,S,-12.5358,1660.45,0,0,0,6944.62264,-22.8081,-1.659876,22273.49,0.3048
2349,1597714133,R,S,-11.2751,21122.43,1,0,0,0.87137,-22.8081,-1.659876,22273.49,0.1285
2349,1597715284,FX,S,7.6684,22273.49,1,0,1,1.0,-22.8081,-1.659876,22273.49,0.0
2350,1597715284,FE,L,,0.0,0,0,0,,-190.6644,-11.583083,57970.38,0.0
2350,1597715389,A,L,-10.5969,104.95,0,0,0,50505.05051,-190.6644,-11.583083,57970.38,0.0
2350,1597715526,A,L,0.457,242.1,1,0,0,0.4937,-190.6644,-11.583083,57970.38,0.0126
2350,1597724226,R,L,-48.8189,8942.38,1,0,0,0.44789,-190.6644,-11.583083,57970.38,0.0
2350,1597773254,FX,L,-269.9551,57970.38,1,0,1,1.0,-190.6644,-11.583083,57970.38,0.0405
2351,1597773254,FE,S,1.9422,0.0,0,0,0,0.11903,126.2343,22.115939,44859.64,0.0405
2351,1597773795,A,S,18.7065,540.59,0,0,0,3.89664,126.2343,22.115939,44859.64,0.2602
2351,1597774145,A,S,9.1059,891.18,0,1,0,0.01108,126.2343,22.115939,44859.64,1.0
2351,1597785920,A,S,-62.8157,12665.65,0,2,0,0.18794,126.2343,22.115939,44859.64,0.812
2351,1597807509,R,S,84.5749,34255.47,1,2,0,0.36178,126.2343,22.115939,44859.64,0.1317
2351,1597807712,R,S,65.0249,34458.17,1,2,1,0.00431,126.2343,22.115939,44859.64,1.0
2351,1597810702,R,S,236.3462,37448.2,1,2,2,0.00017,126.2343,22.115939,44859.64,1.0
2351,1597810996,R,S,219.7131,37742.23,1,2,3,0.01851,126.2343,22.115939,44859.64,1.0
2351,1597811142,R,S,228.1449,37887.87,1,2,4,0.3271,126.2343,22.115939,44859.64,0.0
2351,1597811154,R,S,236.3462,37900.18,1,2,5,0.12365,126.2343,22.115939,44859.64,1.0
2351,1597813319,A,S,211.3965,40064.81,1,2,6,145.5,126.2343,22.115939,44859.64,1.0
2351,1597814632,R,S,34.2383,41378.21,1,3,6,0.08135,126.2343,22.115939,44859.64,0.9186
2351,1597818114,FX,S,130.7553,44859.64,1,3,7,1.0,126.2343,22.115939,44859.64,0.0
2352,1597818114,FE,L,,0.0,0,0,0,,74.5216,1.925101,3069.96,0.0
2352,1597818123,A,L,18.836,9.37,0,0,0,0.00033,74.5216,1.925101,3069.96,0.0
2352,1597819205,R,L,80.8125,1091.51,0,1,0,0.00232,74.5216,1.925101,3069.96,1.0
2352,1597821184,FX,L,143.2258,3069.96,0,1,1,1.0,74.5216,1.925101,3069.96,0.0
2353,1597821184,FE,S,,0.0,0,0,0,,47.8405,4.256264,47100.61,0.0
2353,1597821304,A,S,-10.779,120.79,0,0,0,7551.50435,47.8405,4.256264,47100.61,0.4211
2353,1597822488,A,S,14.5504,1304.79,1,0,0,0.00208,47.8405,4.256264,47100.61,1.0
2353,1597825621,A,S,-36.4983,4437.72,1,1,0,0.53579,47.8405,4.256264,47100.61,0.0
2353,1597828447,A,S,-26.8188,7263.34,2,1,0,0.00068,47.8405,4.256264,47100.61,1.0
2353,1597830347,A,S,-11.6768,9163.3,3,1,0,0.0001,47.8405,4.256264,47100.61,0.0
2353,1597832476,R,S,27.5127,11292.63,4,1,0,0.42856,47.8405,4.256264,47100.61,0.0
2353,1597861128,R,S,79.727,39944.2,4,1,1,0.97611,47.8405,4.256264,47100.61,0.0239
2353,1597868284,FX,S,137.4487,47100.61,4,1,2,1.0,47.8405,4.256264,47100.61,1.0
2354,1597868284,FE,L,0.0,0.0,0,0,0,3e-05,85.5806,24.448491,472686.46,1.0
2354,1597868325,A,L,2.5773,41.0,0,0,0,0.00017,85.5806,24.448491,472686.46,0.0
2354,1597868470,A,L,-14.9854,186.2,0,1,0,0.24066,85.5806,24.448491,472686.46,0.2024
2354,1597882742,R,L,144.733,14457.53,1,1,0,0.37414,85.5806,24.448491,472686.46,0.5129
2354,1597882887,R,L,145.18,14602.9,1,1,1,0.00958,85.5806,24.448491,472686.46,1.0
2354,1597891980,A,L,68.4619,23696.1,1,1,2,385.84211,85.5806,24.448491,472686.46,0.0176
2354,1597892649,A,L,8.0221,24364.92,1,2,2,0.02016,85.5806,24.448491,472686.46,1.0
2354,1597894963,A,L,0.4854,26678.68,1,3,2,0.00017,85.5806,24.448491,472686.46,0.0
2354,1597903624,A,L,-20.0145,35339.92,1,3,2,0.48554,85.5806,24.448491,472686.46,0.0408
2354,1597954638,R,L,142.241,86353.78,2,3,2,0.43506,85.5806,24.448491,472686.46,0.1262
2354,1597992544,R,L,93.838,124259.34,2,3,3,0.00418,85.5806,24.448491,472686.46,1.0
2354,1597992854,R,L,109.6363,124569.57,2,3,4,0.99613,85.5806,24.448491,472686.46,0.0
2354,1598006870,A,L,25.521,138585.97,2,3,5,93.92517,85.5806,24.448491,472686.46,1.0
2354,1598007201,A,L,6.2091,138916.65,2,4,5,0.9999,85.5806,24.448491,472686.46,0.0
2354,1598008497,A,L,9.6729,140212.45,2,5,5,0.00733,85.5806,24.448491,472686.46,1.0
2354,1598010789,A,L,-37.0856,142504.46,2,6,5,0.66664,85.5806,24.448491,472686.46,0.0
2354,1598012406,A,L,-38.3288,144121.97,3,6,5,0.00162,85.5806,24.448491,472686.46,1.0
2354,1598018008,A,L,-2.0835,149723.9,4,6,5,0.00808,85.5806,24.448491,472686.46,1.0
2354,1598108305,R,L,-83.4117,240020.99,5,6,5,0.37729,85.5806,24.448491,472686.46,0.3397
2354,1598180387,A,L,-162.2389,312103.19,5,6,6,0.79731,85.5806,24.448491,472686.46,0.0759
2354,1598200391,A,L,1.423,332106.89,6,6,6,0.04778,85.5806,24.448491,472686.46,1.0
2354,1598254777,R,L,117.5814,386492.91,6,7,6,0.42845,85.5806,24.448491,472686.46,0.0
2354,1598270415,R,L,142.9654,402130.51,6,7,7,0.00367,85.5806,24.448491,472686.46,1.0
2354,1598270790,R,L,153.2802,402506.24,6,7,8,0.69979,85.5806,24.448491,472686.46,0.0
2354,1598340971,FX,L,-36.6855,472686.46,6,7,9,1.0,85.5806,24.448491,472686.46,0.0
2355,1598340971,FE,S,,0.0,0,0,0,,206.5545,18.808409,38079.62,0.0
2355,1598346761,A,S,7.2559,5790.33,0,0,0,52816.90141,206.5545,18.808409,38079.62,0.0
2355,1598365776,A,S,153.3249,24805.11,0,1,0,0.0105,206.5545,18.808409,38079.62,1.0
2355,1598373313,R,S,87.8382,32342.52,0,2,0,0.00067,206.5545,18.808409,38079.62,1.0
2355,1598375524,R,S,230.153,34553.19,0,2,1,0.12991,206.5545,18.808409,38079.62,0.0
2355,1598375537,R,S,218.3519,34566.65,0,2,2,0.00815,206.5545,18.808409,38079.62,0.9767
2355,1598375562,R,S,223.8725,34591.01,0,2,3,0.12575,206.5545,18.808409,38079.62,0.0
2355,1598375625,R,S,213.9045,34654.1,0,2,4,0.74558,206.5545,18.808409,38079.62,0.2544
2355,1598379050,FX,S,320.0815,38079.62,0,2,5,1.0,206.5545,18.808409,38079.62,0.0
2356,1598379050,FE,L,,0.0,0,0,0,,69.5472,2.989093,2262.66,0.0
2356,1598379055,A,L,4.306,4.93,0,0,0,0.00033,69.5472,2.989093,2262.66,0.0
2356,1598379865,R,L,87.6215,814.24,0,1,0,0.03148,69.5472,2.989093,2262.66,1.0
2356,1598379994,A,L,51.3397,943.63,0,1,1,2223.94951,69.5472,2.989093,2262.66,0.0
2356,1598381283,R,L,53.9458,2233.12,0,2,1,0.0699,69.5472,2.989093,2262.66,1.0
2357,1598381313,FE,S,,0.0,0,0,0,,-85.0416,-17.265484,69602.69,1.0
2357,1598381323,R,S,-5.7624,10.31,0,0,0,0.99361,-85.0416,-17.265484,69602.69,0.0
2357,1598393777,A,S,-70.922,12463.57,0,0,1,3513.11437,-85.0416,-17.265484,69602.69,1.0
2357,1598399153,A,S,2.6328,17840.08,1,0,1,0.01666,-85.0416,-17.265484,69602.69,1.0
2357,1598404378,A,S,39.5923,23064.74,1,1,1,1.09201,-85.0416,-17.265484,69602.69,0.2669
2357,1598404392,A,S,18.5383,23079.0,1,2,1,0.00122,-85.0416,-17.265484,69602.69,1.0
2357,1598410836,A,S,-61.3522,29523.12,1,3,1,0.01881,-85.0416,-17.265484,69602.69,1.0
2357,1598414048,A,S,-18.2841,32734.82,2,3,1,0.00212,-85.0416,-17.265484,69602.69,1.0
2357,1598414574,A,S,-31.4353,33261.07,3,3,1,0.07757,-85.0416,-17.265484,69602.69,0.0
2357,1598414936,A,S,-26.5759,33623.24,4,3,1,0.00059,-85.0416,-17.265484,69602.69,1.0
2357,1598439195,A,S,-44.2363,57881.82,5,3,1,0.00031,-85.0416,-17.265484,69602.69,1.0
2357,1598439499,A,S,-39.7004,58186.25,6,3,1,0.00551,-85.0416,-17.265484,69602.69,1.0
2357,1598442312,A,S,-39.483,60998.97,7,3,1,0.00404,-85.0416,-17.265484,69602.69,1.0
2357,1598445774,R,S,37.0211,64460.82,8,3,1,0.08696,-85.0416,-17.265484,69602.69,0.0
2357,1598446003,R,S,39.6874,64689.82,8,3,2,0.00052,-85.0416,-17.265484,69602.69,1.0
2357,1598450612,R,S,-105.6353,69299.51,8,3,3,0.01621,-85.0416,-17.265484,69602.69,0.0394
2357,1598450624,R,S,-121.9131,69310.63,8,3,4,0.25429,-85.0416,-17.265484,69602.69,0.0
2357,1598450709,R,S,-125.5238,69396.1,8,3,5,0.24619,-85.0416,-17.265484,69602.69,0.0023
2357,1598450760,R,S,-121.0338,69446.89,8,3,6,0.00013,-85.0416,-17.265484,69602.69,1.0
2357,1598450866,R,S,-112.2272,69553.03,8,3,7,0.17612,-85.0416,-17.265484,69602.69,1.0
2357,1598450916,FX,S,-107.8239,69602.69,8,3,8,1.0,-85.0416,-17.265484,69602.69,1.0
2358,1598450916,FE,L,0.0,0.0,0,0,0,0.02041,-9.2217,-0.299581,3693.2,1.0
2358,1598451088,A,L,-6.5345,172.67,0,0,0,0.04431,-9.2217,-0.299581,3693.2,1.0
2358,1598454101,R,L,-15.1226,3185.61,1,0,0,0.00676,-9.2217,-0.299581,3693.2,1.0
2358,1598454494,R,L,-8.1502,3578.47,1,0,1,0.25475,-9.2217,-0.299581,3693.2,1.0
2358,1598454609,FX,L,-2.921,3693.2,1,0,2,1.0,-9.2217,-0.299581,3693.2,0.0
2359,1598454609,FE,S,,0.0,0,0,0,,-17.6085,-1.614951,79682.06,0.0
2359,1598464244,A,S,-9.9048,9634.68,0,0,0,6807.23497,-17.6085,-1.614951,79682.06,0.4661
2359,1598465286,A,S,9.7512,10677.34,1,0,0,0.05885,-17.6085,-1.614951,79682.06,1.0
2359,1598507382,R,S,113.7678,52773.59,1,1,0,0.09134,-17.6085,-1.614951,79682.06,1.0
2359,1598510479,A,S,87.631,55870.34,1,1,1,0.00943,-17.6085,-1.614951,79682.06,1.0
2359,1598534207,R,S,-72.0074,79598.16,1,2,1,0.13086,-17.6085,-1.614951,79682.06,0.6728
2359,1598534217,R,S,-67.242,79608.33,1,2,2,0.17442,-17.6085,-1.614951,79682.06,0.7383
2359,1598534247,R,S,-63.2644,79638.46,1,2,3,0.0323,-17.6085,-1.614951,79682.06,1.0
2359,1598534269,R,S,-71.6197,79660.66,1,2,4,0.01372,-17.6085,-1.614951,79682.06,0.9937
2360,1598534291,FE,L,0.0,0.0,0,0,0,0.12665,-89.4789,-17.771078,16369.45,0.9937
2360,1598534335,A,L,-4.156,44.41,0,0,0,1.1319,-89.4789,-17.771078,16369.45,0.3844
2360,1598534376,A,L,-1.7452,85.56,1,0,0,0.36561,-89.4789,-17.771078,16369.45,0.4355
2360,1598534689,A,L,36.4898,397.91,2,0,0,0.01851,-89.4789,-17.771078,16369.45,1.0
2360,1598534779,A,L,17.5201,487.73,2,1,0,0.03258,-89.4789,-17.771078,16369.45,1.0
2360,1598535562,R,L,-33.9277,1270.69,2,2,0,0.15134,-89.4789,-17.771078,16369.45,0.0003
2360,1598535643,R,L,-45.8368,1352.0,2,2,1,0.12309,-89.4789,-17.771078,16369.45,0.0811
2360,1598535657,R,L,-60.2848,1366.27,2,2,2,0.25183,-89.4789,-17.771078,16369.45,0.5795
2360,1598535731,R,L,-47.0245,1439.92,2,2,3,0.03276,-89.4789,-17.771078,16369.45,1.0
2360,1598535795,R,L,-62.7678,1504.34,2,2,4,0.29766,-89.4789,-17.771078,16369.45,0.0
2360,1598535982,R,L,-85.6242,1690.75,2,2,5,0.69813,-89.4789,-17.771078,16369.45,0.0019
2360,1598536050,R,L,-116.3833,1759.36,2,2,6,0.11335,-89.4789,-17.771078,16369.45,1.0
2360,1598536245,R,L,-116.3833,1953.68,2,2,7,0.99856,-89.4789,-17.771078,16369.45,1.0
2360,1598537369,A,L,-198.4091,3078.49,2,2,8,691.05691,-89.4789,-17.771078,16369.45,0.0
2360,1598537380,A,L,-6.8834,3089.32,3,2,8,1.86759,-89.4789,-17.771078,16369.45,0.947
2360,1598537435,A,L,-8.8946,3144.3,4,2,8,0.01638,-89.4789,-17.771078,16369.45,1.0
2360,1598537452,A,L,3.6099,3160.72,5,2,8,0.06085,-89.4789,-17.771078,16369.45,0.8766
2360,1598538825,R,L,20.6437,4534.3,5,3,8,0.00044,-89.4789,-17.771078,16369.45,1.0
2360,1598550446,R,L,-129.843,16154.81,5,3,9,0.16383,-89.4789,-17.771078,16369.45,1.0
2360,1598550447,R,L,-120.9908,16156.35,5,3,10,0.02142,-89.4789,-17.771078,16369.45,1.0
2360,1598550504,R,L,-129.843,16213.15,5,3,11,0.03661,-89.4789,-17.771078,16369.45,1.0
2360,1598550660,FX,L,-103.2865,16369.45,5,3,12,1.0,-89.4789,-17.771078,16369.45,1.0
2361,1598550660,FE,S,-0.0,0.0,0,0,0,0.00842,-110.1668,-2.957027,50759.61,1.0
2361,1598571477,A,S,-124.7764,20816.39,0,0,0,0.00033,-110.1668,-2.957027,50759.61,0.0
2361,1598572047,R,S,-116.2375,21387.08,1,0,0,0.00152,-110.1668,-2.957027,50759.61,1.0
2361,1598601420,FX,S,-182.4269,50759.61,1,0,1,1.0,-110.1668,-2.957027,50759.61,0.0
2362,1598601420,FE,L,,0.0,0,0,0,,47.6625,5.1e-05,4790.6,0.0
2362,1598606211,FX,L,63.2467,4790.6,0,0,0,1.0,47.6625,5.1e-05,4790.6,0.0
2363,1598606211,FE,S,,0.0,0,0,0,,12.4756,9.6e-05,19366.71,0.0
2363,1598625577,FX,S,27.4965,19366.71,0,0,0,1.0,12.4756,9.6e-05,19366.71,0.0
2364,1598625577,FE,L,,0.0,0,0,0,,77.6089,8.4e-05,3859.42,0.0
2364,1598629437,FX,L,93.6584,3859.42,0,0,0,1.0,77.6089,8.4e-05,3859.42,0.0
2365,1598629437,FE,S,,0.0,0,0,0,,59.8992,0.000456,80534.1,0.0
2365,1598709971,FX,S,75.0119,80534.1,0,0,0,1.0,59.8992,0.000456,80534.1,0.0
2366,1598709971,FE,L,,0.0,0,0,0,,131.0636,0.958745,65610.49,0.0
2366,1598710099,A,L,2.2984,128.52,0,0,0,6388.44715,131.0636,0.958745,65610.49,0.0615
2366,1598759184,R,L,137.3403,49213.32,0,1,0,0.05293,131.0636,0.958745,65610.49,1.0
2366,1598775581,FX,L,144.7654,65610.49,0,1,1,1.0,131.0636,0.958745,65610.49,0.0
2367,1598775581,FE,S,,0.0,0,0,0,,192.4507,144.394205,370161.08,0.0
2367,1598775633,A,S,0.4864,52.07,0,0,0,4940.41753,192.4507,144.394205,370161.08,0.0416
2367,1598788875,A,S,2.4225,13293.24,0,0,0,0.04666,192.4507,144.394205,370161.08,1.0
2367,1598788945,A,S,-3.0947,13364.03,0,1,0,0.00011,192.4507,144.394205,370161.08,1.0
2367,1598853003,A,S,-55.6865,77421.5,1,1,0,0.33373,192.4507,144.394205,370161.08,0.6663
2367,1598878454,A,S,-108.1284,102873.09,2,1,0,0.04257,192.4507,144.394205,370161.08,1.0
2367,1598938145,A,S,-28.37,162563.9,3,1,0,0.14285,192.4507,144.394205,370161.08,0.0
2367,1598938167,R,S,-25.2525,162585.65,4,1,0,0.08333,192.4507,144.394205,370161.08,0.0
2367,1598938189,R,S,-25.2525,162607.74,4,1,1,0.04545,192.4507,144.394205,370161.08,0.0
2367,1598957352,A,S,-237.2691,181770.98,4,1,2,0.14285,192.4507,144.394205,370161.08,0.0
2367,1598961821,R,S,-150.1463,186239.63,5,1,2,0.03142,192.4507,144.394205,370161.08,0.0186
2367,1598961915,R,S,-148.4359,186333.87,5,1,3,0.12913,192.4507,144.394205,370161.08,0.0
2367,1598963175,A,S,-170.996,187593.39,5,1,4,4e-05,192.4507,144.394205,370161.08,1.0
2367,1598963501,A,S,-157.4437,187919.25,6,1,4,0.01347,192.4507,144.394205,370161.08,1.0
2367,1598965611,R,S,-139.1295,190029.22,7,1,4,0.00042,192.4507,144.394205,370161.08,0.0
2367,1598968981,R,S,-99.041,193399.79,7,1,5,0.125,192.4507,144.394205,370161.08,0.0
2367,1598969009,R,S,-83.512,193427.86,7,1,6,0.04178,192.4507,144.394205,370161.08,0.7075
2367,1598971007,A,S,-118.2452,195425.75,7,1,7,0.00079,192.4507,144.394205,370161.08,1.0
2367,1598972373,A,S,-126.8832,196791.75,8,1,7,0.03117,192.4507,144.394205,370161.08,1.0
2367,1599045016,R,S,390.2798,269435.1,9,1,7,0.25,192.4507,144.394205,370161.08,1.0
2367,1599045024,R,S,393.7245,269442.49,9,1,8,0.28605,192.4507,144.394205,370161.08,0.1418
2367,1599045268,A,S,301.0649,269686.5,9,1,9,0.01505,192.4507,144.394205,370161.08,1.0
2367,1599045756,R,S,428.9399,270175.15,9,2,9,0.01266,192.4507,144.394205,370161.08,1.0
2367,1599045761,R,S,433.2146,270180.03,9,2,10,0.17212,192.4507,144.394205,370161.08,1.0
2367,1599045881,A,S,330.6218,270299.25,9,2,11,0.00303,192.4507,144.394205,370161.08,1.0
2367,1599046363,A,S,194.9513,270782.15,9,3,11,0.13665,192.4507,144.394205,370161.08,0.4534
2367,1599048401,A,S,96.5321,272819.71,9,4,11,0.00363,192.4507,144.394205,370161.08,1.0
2367,1599053860,R,S,149.8112,278278.29,9,5,11,0.01127,192.4507,144.394205,370161.08,1.0
2367,1599055396,R,S,189.0806,279815.16,9,5,12,0.01085,192.4507,144.394205,370161.08,0.3784
2367,1599055744,A,S,153.2796,280162.27,9,5,13,0.01546,192.4507,144.394205,370161.08,1.0
2367,1599058065,R,S,183.5621,282483.89,9,6,13,0.18086,192.4507,144.394205,370161.08,0.0957
2367,1599058534,R,S,233.8672,282952.83,9,6,14,0.01156,192.4507,144.394205,370161.08,1.0
2367,1599058600,R,S,244.5898,283018.92,9,6,15,0.33332,192.4507,144.394205,370161.08,0.0
2367,1599058709,R,S,272.2818,283128.01,9,6,16,0.49998,192.4507,144.394205,370161.08,0.0
2367,1599059188,A,S,199.1741,283606.59,9,6,17,0.1575,192.4507,144.394205,370161.08,1.0
2367,1599059430,A,S,90.8301,283849.15,9,7,17,0.19277,192.4507,144.394205,370161.08,1.0
2367,1599059451,A,S,47.372,283869.48,9,8,17,0.07095,192.4507,144.394205,370161.08,1.0
2367,1599084003,A,S,-11.1036,308421.24,9,9,17,0.00055,192.4507,144.394205,370161.08,1.0
2367,1599086881,A,S,-59.0241,311299.48,10,9,17,0.00347,192.4507,144.394205,370161.08,1.0
2367,1599116866,R,S,88.9758,341284.91,11,9,17,0.16342,192.4507,144.394205,370161.08,0.0194
2367,1599120153,R,S,-44.7928,344571.56,11,9,18,0.06715,192.4507,144.394205,370161.08,1.0
2367,1599120275,R,S,-31.6107,344694.13,11,9,19,0.0113,192.4507,144.394205,370161.08,1.0
2367,1599120638,R,S,-6.4299,345056.91,11,9,20,0.31858,192.4507,144.394205,370161.08,0.0442
2367,1599122077,A,S,7.9357,346495.68,11,9,21,0.0082,192.4507,144.394205,370161.08,1.0
2367,1599122226,A,S,0.8954,346645.04,11,10,21,0.00013,192.4507,144.394205,370161.08,1.0
2367,1599124404,A,S,9.4621,348823.04,11,10,21,0.00021,192.4507,144.394205,370161.08,1.0
2367,1599131000,A,S,64.2314,355418.41,11,11,21,0.04462,192.4507,144.394205,370161.08,0.0
2367,1599131066,A,S,70.7707,355484.97,11,12,21,0.01542,192.4507,144.394205,370161.08,1.0
2367,1599131138,A,S,71.458,355556.93,11,13,21,0.00138,192.4507,144.394205,370161.08,1.0
2367,1599131230,A,S,52.4562,355648.99,11,14,21,0.00052,192.4507,144.394205,370161.08,1.0
2367,1599131303,A,S,56.1073,355721.88,11,15,21,0.00392,192.4507,144.394205,370161.08,0.0
2367,1599131313,A,S,59.3196,355731.69,11,16,21,0.00371,192.4507,144.394205,370161.08,0.4368
2367,1599131864,A,S,77.5077,356283.18,11,17,21,0.00757,192.4507,144.394205,370161.08,1.0
2367,1599132221,R,S,121.8963,356639.45,11,18,21,0.01077,192.4507,144.394205,370161.08,0.0086
2367,1599132654,R,S,108.2844,357072.29,11,18,22,0.01305,192.4507,144.394205,370161.08,0.9005
2367,1599132820,R,S,114.2,357239.0,11,18,23,0.01816,192.4507,144.394205,370161.08,0.0
2367,1599132862,R,S,118.0877,357280.37,11,18,24,0.08096,192.4507,144.394205,370161.08,0.5142
2367,1599132962,R,S,128.7614,357380.66,11,18,25,0.05134,192.4507,144.394205,370161.08,0.0205
2367,1599132988,A,S,102.3016,357406.98,11,18,26,0.03306,192.4507,144.394205,370161.08,1.0
