entry_time,r,side
2024-08-16 03:00:00+00:00,1.966798899024851,short
2024-08-16 21:00:00+00:00,1.9785210961737332,long
2024-08-21 08:00:00+00:00,-1.1592464296405904,long
2024-08-22 01:00:00+00:00,-1.1617101432016386,short
2024-08-22 12:00:00+00:00,1.9773228062494528,long
2024-08-24 01:00:00+00:00,-1.0458305338422231,long
2024-08-27 06:00:00+00:00,-1.174573481160292,long
2024-08-27 14:00:00+00:00,1.9621444468128195,long
2024-08-30 21:00:00+00:00,-1.1251745176941754,short
2024-08-31 20:00:00+00:00,-1.1946694839973147,long
2024-09-01 21:00:00+00:00,-1.127109372682056,long
2024-09-05 03:00:00+00:00,-1.1263500364808243,long
2024-09-05 09:00:00+00:00,-1.1263500364808243,long
2024-09-08 12:00:00+00:00,-1.1613118571028802,long
2024-09-09 12:00:00+00:00,1.9478897424178117,long
2024-09-11 20:00:00+00:00,1.9835839677799805,long
2024-09-15 16:00:00+00:00,-1.1685566175494912,long
2024-09-17 06:00:00+00:00,-1.079731410537979,long
2024-09-20 11:00:00+00:00,-1.087084133921259,long
2024-09-20 18:00:00+00:00,-1.1285020024505612,short
2024-09-20 20:00:00+00:00,-1.097107767041278,short
2024-09-22 16:00:00+00:00,1.94816410339447,short
2024-09-23 04:00:00+00:00,-1.1574526493497788,long
2024-09-25 06:00:00+00:00,-1.149288649879387,long
2024-09-27 04:00:00+00:00,-1.1714129265385371,short
2024-09-27 06:00:00+00:00,1.9657271597804102,long
2024-09-28 07:00:00+00:00,1.953235167066643,long
2024-10-01 04:00:00+00:00,-1.0540646868355024,long
2024-10-08 12:00:00+00:00,-1.096778488768324,long
2024-10-08 22:00:00+00:00,-1.121542485655053,long
2024-10-09 15:00:00+00:00,1.9556425003153775,short
2024-10-10 18:00:00+00:00,1.9617363583933085,long
2024-10-11 01:00:00+00:00,-1.1065114591445402,short
2024-10-18 12:00:00+00:00,1.9168663369350178,long
2024-10-18 19:00:00+00:00,-1.1337045052992052,long
2024-10-27 20:00:00+00:00,1.9438232511296194,long
2024-10-28 16:00:00+00:00,-1.178606038161396,long
2024-10-28 21:00:00+00:00,1.9707948659776486,long
2024-10-30 00:00:00+00:00,-1.0996406823228915,long
2024-11-05 13:00:00+00:00,1.942466097859905,long
2024-11-09 12:00:00+00:00,-1.1232072672246114,long
2024-11-13 13:00:00+00:00,-1.0199712404840404,short
2024-11-14 01:00:00+00:00,-1.0211491545862978,short
